customer_id,industry,region,signup_date,plan_type,monthly_revenue,churned,renewal_date,sales_rep,usage_score,nps_score
CUST-115526,Energy,EMEA,2023-07-02,Basic,128.53,0,2025-07-11,Team Alpha,64.1,6
CUST-115527,Media,EMEA,2023-06-29,Pro,470.08,0,2025-07-11,Team Bravo,80.4,4
CUST-115528,Healthcare,EMEA,2022-04-09,Pro,299.57,0,2025-07-11,Team Alpha,69.5,2
CUST-115529,Manufacturing,APAC,2022-12-08,Basic,82.14,0,2025-07-11,Team Bravo,93.6,7
CUST-115530,Retail,LATAM,2021-10-23,Basic,135.05,0,2025-07-11,Team Alpha,65.2,9
CUST-115531,Healthcare,North America,2024-03-27,Pro,438.23,0,2025-07-11,Team Delta,81.1,1
CUST-115532,Education,EMEA,2022-02-11,Pro,351.44,0,2025-07-11,Team Bravo,73.1,9
CUST-115533,Healthcare,EMEA,2022-04-03,Pro,322.98,0,2025-07-11,Team Alpha,62.2,10
CUST-115534,Fintech,North America,2021-07-16,Enterprise,3426.68,0,2025-07-11,Team Alpha,55.9,8
CUST-115535,Fintech,LATAM,2022-04-07,Enterprise,4124.37,1,2025-07-10,Team Delta,58.9,2
CUST-115536,Manufacturing,LATAM,2023-04-29,Pro,316.26,0,2025-07-11,Team Charlie,81.4,5
CUST-115537,Education,North America,2023-11-13,Pro,244.1,0,2025-07-11,Team Delta,53.0,6
CUST-115538,Consulting,LATAM,2023-01-31,Pro,460.6,0,2025-07-11,Team Bravo,71.8,4
CUST-115539,Healthcare,North America,2023-09-18,Basic,118.56,0,2025-07-11,Team Charlie,79.3,9
CUST-115540,Media,EMEA,2022-02-15,Basic,50.45,0,2025-07-11,Team Charlie,99.2,1
CUST-115541,Education,EMEA,2022-05-16,Enterprise,2587.63,0,2025-07-11,Team Delta,52.0,5
CUST-115542,Media,EMEA,2023-11-04,Basic,95.11,0,2025-07-11,Team Alpha,92.9,5
CUST-115543,Manufacturing,LATAM,2023-09-01,Pro,293.8,0,2025-07-11,Team Bravo,73.2,5
CUST-115544,Media,North America,2022-05-05,Basic,50.44,0,2025-07-11,Team Delta,60.2,7
CUST-115545,Education,EMEA,2021-07-17,Basic,119.31,0,2025-07-11,Team Bravo,71.6,9
CUST-115546,Energy,APAC,2023-01-24,Basic,81.5,1,2025-07-10,Team Charlie,58.1,8
CUST-115547,Manufacturing,APAC,2022-07-17,Pro,267.29,0,2025-07-11,Team Alpha,66.0,2
CUST-115548,Energy,APAC,2021-11-19,Pro,245.14,0,2025-07-11,Team Bravo,57.3,10
CUST-115549,Consulting,North America,2022-11-06,Pro,462.31,0,2025-07-11,Team Alpha,91.7,8
CUST-115550,Consulting,North America,2022-08-09,Basic,85.78,0,2025-07-11,Team Delta,74.8,10
CUST-115551,Consulting,EMEA,2023-12-19,Pro,303.47,0,2025-07-11,Team Delta,41.7,1
CUST-115552,Retail,LATAM,2024-06-17,Basic,73.2,0,2025-07-11,Team Charlie,78.6,8
CUST-115553,Energy,APAC,2022-01-16,Pro,296.44,0,2025-07-11,Team Bravo,59.0,6
CUST-115554,Consulting,EMEA,2022-03-21,Pro,482.42,1,2025-07-10,Team Delta,66.2,4
CUST-115555,Fintech,North America,2022-10-26,Pro,202.63,0,2025-07-11,Team Alpha,43.8,2
CUST-115556,Fintech,EMEA,2021-11-25,Pro,413.59,0,2025-07-11,Team Delta,68.7,3
CUST-115557,Education,EMEA,2023-11-01,Enterprise,3396.53,0,2025-07-11,Team Bravo,71.5,9
CUST-115558,Retail,APAC,2022-05-01,Pro,485.21,0,2025-07-11,Team Bravo,69.6,8
CUST-115559,Retail,APAC,2023-12-15,Enterprise,3367.63,0,2025-07-11,Team Bravo,97.7,10
CUST-115560,Education,EMEA,2023-02-02,Pro,357.84,1,2025-07-10,Team Bravo,62.4,3
CUST-115561,Education,LATAM,2024-03-23,Basic,55.56,0,2025-07-11,Team Alpha,50.6,7
CUST-115562,Healthcare,APAC,2023-12-07,Pro,406.54,0,2025-07-11,Team Bravo,93.7,2
CUST-115563,Retail,North America,2022-06-18,Basic,54.62,0,2025-07-11,Team Delta,56.3,8
CUST-115564,Media,LATAM,2024-02-02,Basic,134.28,0,2025-07-11,Team Alpha,92.3,3
CUST-115565,Consulting,North America,2021-12-13,Pro,357.58,0,2025-07-11,Team Bravo,82.3,7
CUST-115566,Media,North America,2023-08-15,Basic,102.06,0,2025-07-11,Team Bravo,72.6,1
CUST-115567,Manufacturing,EMEA,2023-08-04,Basic,52.83,0,2025-07-11,Team Charlie,96.2,2
CUST-115568,Retail,EMEA,2022-05-05,Pro,213.26,1,2025-07-10,Team Alpha,84.4,2
CUST-115569,Retail,North America,2022-12-29,Basic,121.3,0,2025-07-11,Team Delta,61.4,3
CUST-115570,Manufacturing,LATAM,2023-08-27,Basic,105.53,0,2025-07-11,Team Alpha,77.6,10
CUST-115571,Education,LATAM,2021-10-07,Pro,341.7,0,2025-07-11,Team Delta,78.0,8
CUST-115572,Manufacturing,APAC,2021-11-02,Basic,100.35,0,2025-07-11,Team Alpha,63.0,1
CUST-115573,Energy,LATAM,2022-08-09,Pro,322.75,0,2025-07-11,Team Delta,55.6,4
CUST-115574,Healthcare,EMEA,2021-07-18,Basic,57.29,0,2025-07-11,Team Delta,63.7,7
CUST-115575,Media,LATAM,2021-12-02,Basic,132.93,0,2025-07-11,Team Charlie,53.1,8
CUST-115576,Consulting,EMEA,2022-08-08,Enterprise,2799.06,0,2025-07-11,Team Charlie,77.4,9
CUST-115577,Fintech,EMEA,2024-03-22,Pro,435.38,0,2025-07-11,Team Bravo,90.2,6
CUST-115578,Energy,LATAM,2022-05-31,Pro,258.68,0,2025-07-11,Team Delta,51.3,10
CUST-115579,Manufacturing,EMEA,2023-06-07,Basic,73.84,0,2025-07-11,Team Charlie,42.5,8
CUST-115580,Media,LATAM,2023-11-25,Basic,72.98,0,2025-07-11,Team Charlie,72.2,8
CUST-115581,Manufacturing,LATAM,2022-01-06,Pro,334.03,0,2025-07-11,Team Bravo,61.9,5
CUST-115582,Fintech,North America,2023-03-30,Basic,135.26,0,2025-07-11,Team Delta,88.6,3
CUST-115583,Consulting,EMEA,2023-07-03,Basic,123.84,0,2025-07-11,Team Bravo,61.5,6
CUST-115584,Healthcare,EMEA,2021-10-13,Basic,56.16,0,2025-07-11,Team Charlie,95.0,10
CUST-115585,Education,North America,2023-03-05,Enterprise,1395.89,0,2025-07-11,Team Delta,55.3,10
CUST-115586,Media,EMEA,2022-06-24,Enterprise,4891.98,1,2025-07-10,Team Charlie,61.0,9
CUST-115587,Education,North America,2022-11-27,Pro,386.23,0,2025-07-11,Team Alpha,80.4,10
CUST-115588,Media,LATAM,2024-05-26,Basic,55.27,0,2025-07-11,Team Delta,76.4,2
CUST-115589,Energy,EMEA,2021-11-12,Enterprise,3205.4,1,2025-07-10,Team Alpha,62.9,8
CUST-115590,Education,North America,2023-07-14,Basic,55.79,0,2025-07-11,Team Charlie,84.8,6
CUST-115591,Retail,EMEA,2021-09-18,Basic,69.45,0,2025-07-11,Team Delta,83.0,10
CUST-115592,Energy,North America,2022-06-26,Pro,383.36,0,2025-07-11,Team Alpha,75.6,9
CUST-115593,Education,North America,2022-08-25,Pro,294.88,0,2025-07-11,Team Bravo,81.5,7
CUST-115594,Education,EMEA,2023-06-11,Pro,479.66,0,2025-07-11,Team Charlie,75.5,1
CUST-115595,Fintech,APAC,2023-08-26,Basic,87.83,0,2025-07-11,Team Alpha,81.4,2
CUST-115596,Consulting,EMEA,2022-12-21,Basic,65.21,0,2025-07-11,Team Alpha,60.6,9
CUST-115597,Fintech,LATAM,2021-07-11,Basic,128.3,0,2025-07-11,Team Charlie,72.9,8
CUST-115598,Manufacturing,APAC,2023-11-01,Pro,480.68,0,2025-07-11,Team Alpha,86.6,2
CUST-115599,Consulting,LATAM,2023-10-17,Basic,62.34,0,2025-07-11,Team Delta,69.5,10
CUST-115600,Manufacturing,LATAM,2024-01-08,Basic,57.09,0,2025-07-11,Team Alpha,76.5,10
CUST-115601,Consulting,APAC,2024-07-03,Basic,129.03,0,2025-07-11,Team Charlie,74.0,7
CUST-115602,Healthcare,EMEA,2022-06-13,Enterprise,1504.37,1,2025-07-10,Team Charlie,59.6,1
CUST-115603,Manufacturing,LATAM,2023-10-30,Pro,231.51,1,2025-07-10,Team Delta,49.6,6
CUST-115604,Fintech,APAC,2022-12-28,Basic,101.3,0,2025-07-11,Team Alpha,98.7,1
CUST-115605,Manufacturing,North America,2021-08-10,Basic,61.33,0,2025-07-11,Team Bravo,49.5,10
CUST-115606,Energy,LATAM,2022-10-03,Enterprise,2100.44,0,2025-07-11,Team Delta,52.8,10
CUST-115607,Fintech,North America,2023-08-01,Basic,140.27,0,2025-07-11,Team Charlie,65.9,2
CUST-115608,Manufacturing,APAC,2023-06-17,Basic,145.59,0,2025-07-11,Team Bravo,90.4,3
CUST-115609,Media,LATAM,2023-12-28,Basic,80.86,0,2025-07-11,Team Bravo,46.9,2
CUST-115610,Healthcare,EMEA,2023-07-22,Basic,115.25,0,2025-07-11,Team Charlie,86.4,5
CUST-115611,Manufacturing,EMEA,2022-01-09,Enterprise,4215.08,0,2025-07-11,Team Bravo,73.7,7
CUST-115612,Consulting,North America,2021-12-24,Enterprise,3435.08,0,2025-07-11,Team Bravo,69.9,2
CUST-115613,Fintech,EMEA,2023-08-02,Basic,81.49,0,2025-07-11,Team Delta,60.2,3
CUST-115614,Fintech,EMEA,2023-03-12,Pro,236.18,0,2025-07-11,Team Alpha,50.5,5
CUST-115615,Energy,North America,2023-06-09,Basic,71.54,0,2025-07-11,Team Delta,52.9,4
CUST-115616,Retail,LATAM,2022-10-04,Basic,147.39,0,2025-07-11,Team Alpha,86.6,6
CUST-115617,Retail,North America,2023-04-21,Basic,117.6,0,2025-07-11,Team Delta,95.2,3
CUST-115618,Consulting,North America,2023-06-27,Basic,130.54,0,2025-07-11,Team Alpha,95.9,8
CUST-115619,Manufacturing,LATAM,2023-09-13,Pro,320.6,1,2025-07-10,Team Alpha,61.4,10
CUST-115620,Fintech,APAC,2023-06-19,Basic,93.38,1,2025-07-10,Team Bravo,26.8,4
CUST-115621,Healthcare,APAC,2022-03-26,Pro,295.06,0,2025-07-11,Team Bravo,59.8,3
CUST-115622,Manufacturing,APAC,2024-06-06,Pro,312.87,1,2025-07-10,Team Alpha,67.8,2
CUST-115623,Consulting,North America,2022-06-02,Basic,118.41,0,2025-07-11,Team Alpha,57.0,1
CUST-115624,Education,LATAM,2023-09-06,Pro,250.02,0,2025-07-11,Team Bravo,100.0,6
CUST-115625,Consulting,EMEA,2022-08-31,Basic,96.6,0,2025-07-11,Team Charlie,71.1,2
CUST-115626,Media,APAC,2022-05-22,Basic,54.06,0,2025-07-11,Team Charlie,86.8,10
CUST-115627,Healthcare,APAC,2024-02-11,Pro,202.21,0,2025-07-11,Team Alpha,74.6,2
CUST-115628,Fintech,LATAM,2024-06-09,Basic,65.23,0,2025-07-11,Team Bravo,80.5,6
CUST-115629,Consulting,EMEA,2023-10-09,Basic,54.27,0,2025-07-11,Team Alpha,86.5,4
CUST-115630,Consulting,North America,2023-04-19,Enterprise,1600.32,0,2025-07-11,Team Bravo,76.3,9
CUST-115631,Healthcare,EMEA,2023-05-15,Enterprise,3778.26,0,2025-07-11,Team Bravo,54.0,8
CUST-115632,Retail,LATAM,2024-01-13,Basic,89.19,0,2025-07-11,Team Charlie,69.7,10
CUST-115633,Education,North America,2024-04-15,Basic,68.25,0,2025-07-11,Team Bravo,94.2,5
CUST-115634,Retail,EMEA,2021-10-24,Pro,479.91,0,2025-07-11,Team Delta,100.0,7
CUST-115635,Manufacturing,APAC,2023-09-25,Basic,85.3,0,2025-07-11,Team Charlie,100.0,10
CUST-115636,Healthcare,LATAM,2023-04-08,Basic,99.73,1,2025-07-10,Team Charlie,40.9,8
CUST-115637,Consulting,North America,2023-07-20,Pro,456.82,0,2025-07-11,Team Bravo,61.3,6
CUST-115638,Consulting,North America,2024-03-07,Basic,133.36,0,2025-07-11,Team Alpha,56.5,10
CUST-115639,Media,LATAM,2023-05-26,Basic,71.77,0,2025-07-11,Team Alpha,49.3,1
CUST-115640,Energy,APAC,2023-05-24,Pro,317.28,0,2025-07-11,Team Delta,58.9,10
CUST-115641,Fintech,LATAM,2023-07-08,Basic,93.41,1,2025-07-10,Team Alpha,55.1,2
CUST-115642,Education,APAC,2024-04-22,Basic,121.99,0,2025-07-11,Team Alpha,78.2,7
CUST-115643,Consulting,North America,2023-12-12,Basic,97.2,0,2025-07-11,Team Bravo,69.9,2
CUST-115644,Education,APAC,2022-02-20,Enterprise,3881.64,1,2025-07-10,Team Delta,39.7,5
CUST-115645,Healthcare,APAC,2022-06-22,Basic,136.09,0,2025-07-11,Team Delta,82.6,9
CUST-115646,Energy,APAC,2023-07-08,Pro,274.39,0,2025-07-11,Team Charlie,71.8,7
CUST-115647,Fintech,North America,2023-05-31,Pro,309.1,0,2025-07-11,Team Alpha,73.0,2
CUST-115648,Education,North America,2024-05-16,Pro,317.84,0,2025-07-11,Team Delta,59.4,9
CUST-115649,Energy,LATAM,2021-10-04,Basic,93.43,0,2025-07-11,Team Delta,84.2,4
CUST-115650,Fintech,APAC,2022-07-16,Pro,408.71,0,2025-07-11,Team Delta,67.0,8
CUST-115651,Fintech,North America,2022-01-18,Basic,77.96,0,2025-07-11,Team Delta,52.8,9
CUST-115652,Healthcare,EMEA,2023-11-18,Basic,54.87,0,2025-07-11,Team Delta,85.7,1
CUST-115653,Education,APAC,2022-04-04,Basic,73.7,0,2025-07-11,Team Charlie,62.7,2
CUST-115654,Healthcare,EMEA,2024-05-02,Pro,378.6,0,2025-07-11,Team Alpha,69.0,3
CUST-115655,Consulting,EMEA,2023-04-04,Pro,269.83,0,2025-07-11,Team Alpha,59.8,2
CUST-115656,Education,LATAM,2022-09-30,Enterprise,2770.85,0,2025-07-11,Team Charlie,77.1,8
CUST-115657,Education,EMEA,2022-03-22,Pro,316.84,0,2025-07-11,Team Charlie,27.1,10
CUST-115658,Energy,APAC,2022-05-06,Basic,56.77,0,2025-07-11,Team Delta,97.8,5
CUST-115659,Media,North America,2021-09-29,Basic,116.19,0,2025-07-11,Team Alpha,77.2,9
CUST-115660,Manufacturing,North America,2022-06-11,Pro,214.48,0,2025-07-11,Team Charlie,81.3,3
CUST-115661,Consulting,EMEA,2022-08-06,Enterprise,2981.95,0,2025-07-11,Team Alpha,69.8,8
CUST-115662,Fintech,EMEA,2023-02-19,Enterprise,1124.71,0,2025-07-11,Team Delta,74.1,10
CUST-115663,Education,North America,2023-03-26,Basic,97.77,0,2025-07-11,Team Charlie,92.1,10
CUST-115664,Healthcare,North America,2023-02-17,Basic,91.26,0,2025-07-11,Team Bravo,93.9,8
CUST-115665,Fintech,APAC,2022-06-27,Pro,247.07,1,2025-07-10,Team Charlie,58.2,9
CUST-115666,Healthcare,EMEA,2023-03-22,Enterprise,3530.11,0,2025-07-11,Team Bravo,74.3,5
CUST-115667,Consulting,EMEA,2024-04-22,Basic,93.29,0,2025-07-11,Team Bravo,50.4,2
CUST-115668,Manufacturing,APAC,2022-05-03,Basic,121.73,0,2025-07-11,Team Delta,96.0,3
CUST-115669,Healthcare,EMEA,2023-05-21,Pro,497.67,0,2025-07-11,Team Bravo,73.9,6
CUST-115670,Healthcare,EMEA,2022-11-24,Pro,448.09,1,2025-07-10,Team Charlie,22.3,4
CUST-115671,Education,EMEA,2024-01-27,Basic,94.11,0,2025-07-11,Team Bravo,88.7,5
CUST-115672,Healthcare,North America,2021-11-28,Basic,95.62,0,2025-07-11,Team Bravo,67.7,3
CUST-115673,Retail,North America,2023-09-04,Basic,140.54,0,2025-07-11,Team Charlie,57.2,2
CUST-115674,Energy,LATAM,2022-07-22,Pro,373.03,0,2025-07-11,Team Alpha,94.2,3
CUST-115675,Manufacturing,EMEA,2021-09-24,Basic,103.37,0,2025-07-11,Team Bravo,44.3,3
CUST-115676,Fintech,LATAM,2023-02-25,Pro,245.97,1,2025-07-10,Team Charlie,57.1,7
CUST-115677,Retail,APAC,2022-08-09,Enterprise,3471.58,0,2025-07-11,Team Charlie,77.2,9
CUST-115678,Retail,EMEA,2022-09-30,Enterprise,1840.86,1,2025-07-10,Team Charlie,58.4,5
CUST-115679,Media,North America,2023-07-24,Enterprise,3405.24,0,2025-07-11,Team Bravo,81.6,4
CUST-115680,Energy,APAC,2022-07-27,Basic,107.68,0,2025-07-11,Team Alpha,90.0,10
CUST-115681,Energy,APAC,2022-01-07,Pro,218.5,0,2025-07-11,Team Alpha,79.3,2
CUST-115682,Manufacturing,LATAM,2022-08-12,Basic,66.14,1,2025-07-10,Team Charlie,71.9,7
CUST-115683,Education,LATAM,2023-01-24,Basic,141.32,0,2025-07-11,Team Alpha,62.2,4
CUST-115684,Education,North America,2022-11-06,Pro,216.67,0,2025-07-11,Team Alpha,76.0,1
CUST-115685,Energy,North America,2023-10-11,Enterprise,1316.65,0,2025-07-11,Team Delta,97.8,3
CUST-115686,Retail,EMEA,2022-11-26,Pro,442.61,0,2025-07-11,Team Bravo,62.6,7
CUST-115687,Manufacturing,North America,2023-05-31,Basic,130.21,1,2025-07-10,Team Delta,65.4,8
CUST-115688,Education,North America,2022-10-24,Basic,129.34,0,2025-07-11,Team Delta,85.1,8
CUST-115689,Fintech,LATAM,2023-01-29,Basic,125.89,0,2025-07-11,Team Bravo,73.3,6
CUST-115690,Healthcare,LATAM,2021-08-26,Enterprise,4721.56,0,2025-07-11,Team Alpha,70.6,10
CUST-115691,Energy,LATAM,2023-11-23,Basic,67.66,0,2025-07-11,Team Alpha,63.8,7
CUST-115692,Consulting,LATAM,2023-11-13,Enterprise,3157.17,0,2025-07-11,Team Charlie,74.6,1
CUST-115693,Fintech,APAC,2023-11-03,Basic,94.07,1,2025-07-10,Team Charlie,63.8,1
CUST-115694,Retail,APAC,2021-08-22,Enterprise,4542.61,0,2025-07-11,Team Alpha,59.1,8
CUST-115695,Fintech,EMEA,2021-09-14,Basic,87.09,0,2025-07-11,Team Delta,98.6,10
CUST-115696,Healthcare,LATAM,2024-01-13,Basic,127.26,0,2025-07-11,Team Bravo,71.8,10
CUST-115697,Energy,LATAM,2022-03-30,Basic,103.89,0,2025-07-11,Team Charlie,66.0,2
CUST-115698,Manufacturing,EMEA,2022-08-01,Pro,309.78,1,2025-07-10,Team Delta,24.9,8
CUST-115699,Healthcare,North America,2023-07-27,Pro,308.97,0,2025-07-11,Team Alpha,46.3,3
CUST-115700,Manufacturing,EMEA,2021-12-02,Pro,420.75,1,2025-07-10,Team Alpha,39.5,2
CUST-115701,Media,EMEA,2022-11-29,Pro,397.01,0,2025-07-11,Team Bravo,79.2,2
CUST-115702,Fintech,North America,2023-04-16,Enterprise,3038.47,0,2025-07-11,Team Charlie,76.5,4
CUST-115703,Education,EMEA,2024-01-16,Enterprise,3699.53,0,2025-07-11,Team Charlie,73.1,9
CUST-115704,Consulting,LATAM,2023-10-27,Basic,75.88,0,2025-07-11,Team Alpha,89.7,10
CUST-115705,Consulting,LATAM,2023-12-07,Pro,492.43,1,2025-07-10,Team Alpha,66.3,8
CUST-115706,Media,LATAM,2023-08-01,Basic,95.28,0,2025-07-11,Team Alpha,88.9,9
CUST-115707,Healthcare,North America,2023-09-25,Pro,447.66,0,2025-07-11,Team Bravo,58.8,10
CUST-115708,Fintech,LATAM,2022-05-22,Basic,95.84,1,2025-07-10,Team Delta,50.3,3
CUST-115709,Consulting,APAC,2022-08-05,Basic,55.44,1,2025-07-10,Team Delta,64.6,9
CUST-115710,Healthcare,APAC,2022-11-04,Enterprise,4033.79,1,2025-07-10,Team Charlie,52.6,5
CUST-115711,Energy,EMEA,2023-01-24,Pro,272.96,0,2025-07-11,Team Bravo,55.9,6
CUST-115712,Manufacturing,North America,2022-04-06,Pro,480.06,1,2025-07-10,Team Delta,59.0,6
CUST-115713,Media,North America,2022-01-02,Basic,131.21,0,2025-07-11,Team Delta,60.4,2
CUST-115714,Retail,LATAM,2024-05-11,Basic,103.89,0,2025-07-11,Team Delta,100.0,5
CUST-115715,Education,APAC,2022-11-04,Pro,328.02,0,2025-07-11,Team Alpha,65.1,9
CUST-115716,Consulting,EMEA,2022-01-05,Basic,137.9,0,2025-07-11,Team Bravo,79.7,4
CUST-115717,Healthcare,EMEA,2021-07-23,Pro,480.55,0,2025-07-11,Team Charlie,36.2,10
CUST-115718,Healthcare,North America,2022-05-09,Basic,106.47,0,2025-07-11,Team Alpha,77.7,10
CUST-115719,Education,EMEA,2023-10-30,Enterprise,2525.67,0,2025-07-11,Team Charlie,68.2,8
CUST-115720,Consulting,North America,2023-07-12,Basic,67.37,0,2025-07-11,Team Alpha,78.5,6
CUST-115721,Healthcare,North America,2021-08-10,Basic,80.07,0,2025-07-11,Team Charlie,72.4,4
CUST-115722,Fintech,LATAM,2021-11-10,Basic,142.8,0,2025-07-11,Team Alpha,94.3,9
CUST-115723,Fintech,North America,2022-04-14,Basic,56.73,0,2025-07-11,Team Charlie,73.6,9
CUST-115724,Media,EMEA,2022-11-08,Pro,246.87,0,2025-07-11,Team Charlie,74.8,4
CUST-115725,Consulting,EMEA,2024-06-08,Pro,259.64,0,2025-07-11,Team Charlie,58.5,2
CUST-115726,Media,EMEA,2022-03-01,Basic,70.64,0,2025-07-11,Team Charlie,71.4,9
CUST-115727,Consulting,North America,2022-02-24,Pro,302.58,0,2025-07-11,Team Delta,88.6,4
CUST-115728,Education,EMEA,2024-07-07,Enterprise,2499.98,0,2025-07-11,Team Alpha,76.9,7
CUST-115729,Fintech,EMEA,2021-11-15,Enterprise,3146.17,0,2025-07-11,Team Bravo,83.9,8
CUST-115730,Consulting,EMEA,2023-01-22,Basic,123.37,0,2025-07-11,Team Charlie,74.2,1
CUST-115731,Energy,North America,2023-01-31,Pro,210.74,0,2025-07-11,Team Charlie,73.5,5
CUST-115732,Healthcare,North America,2021-10-22,Enterprise,1334.15,0,2025-07-11,Team Delta,86.6,3
CUST-115733,Energy,EMEA,2022-09-11,Basic,94.28,1,2025-07-10,Team Delta,54.3,9
CUST-115734,Education,LATAM,2023-08-24,Basic,101.31,0,2025-07-11,Team Charlie,80.0,2
CUST-115735,Consulting,APAC,2024-04-29,Enterprise,4631.75,0,2025-07-11,Team Charlie,81.7,4
CUST-115736,Media,LATAM,2021-10-05,Basic,92.79,0,2025-07-11,Team Bravo,62.2,1
CUST-115737,Healthcare,North America,2023-04-02,Enterprise,4985.64,0,2025-07-11,Team Bravo,71.8,3
CUST-115738,Consulting,LATAM,2022-01-31,Enterprise,4413.9,0,2025-07-11,Team Delta,53.0,4
CUST-115739,Manufacturing,EMEA,2022-11-19,Basic,74.64,0,2025-07-11,Team Delta,82.8,8
CUST-115740,Healthcare,APAC,2021-12-09,Pro,251.03,0,2025-07-11,Team Alpha,58.5,3
CUST-115741,Education,APAC,2022-04-02,Basic,83.7,0,2025-07-11,Team Alpha,90.9,5
CUST-115742,Consulting,APAC,2024-06-02,Basic,77.89,0,2025-07-11,Team Delta,84.3,5
CUST-115743,Manufacturing,APAC,2022-08-07,Basic,131.67,0,2025-07-11,Team Alpha,76.3,7
CUST-115744,Healthcare,APAC,2022-04-02,Pro,486.21,0,2025-07-11,Team Delta,68.0,5
CUST-115745,Consulting,APAC,2022-07-03,Enterprise,2456.75,1,2025-07-10,Team Bravo,74.0,4
CUST-115746,Energy,EMEA,2021-10-05,Basic,139.31,0,2025-07-11,Team Charlie,69.8,9
CUST-115747,Education,EMEA,2023-10-19,Pro,458.56,1,2025-07-10,Team Bravo,68.8,2
CUST-115748,Manufacturing,North America,2022-10-08,Pro,338.97,0,2025-07-11,Team Bravo,44.4,4
CUST-115749,Retail,North America,2022-05-20,Enterprise,3393.55,0,2025-07-11,Team Alpha,86.0,4
CUST-115750,Education,EMEA,2023-12-17,Enterprise,4892.39,0,2025-07-11,Team Charlie,64.0,2
CUST-115751,Retail,LATAM,2023-09-07,Basic,77.56,0,2025-07-11,Team Charlie,69.7,5
CUST-115752,Fintech,North America,2022-02-16,Basic,68.97,0,2025-07-11,Team Bravo,76.1,10
CUST-115753,Manufacturing,North America,2024-06-15,Basic,98.61,0,2025-07-11,Team Bravo,65.6,7
CUST-115754,Fintech,North America,2023-03-21,Enterprise,3387.37,0,2025-07-11,Team Charlie,67.7,3
CUST-115755,Fintech,North America,2023-05-04,Basic,149.72,0,2025-07-11,Team Delta,61.3,7
CUST-115756,Manufacturing,North America,2021-11-24,Pro,445.12,0,2025-07-11,Team Bravo,56.9,7
CUST-115757,Education,APAC,2022-12-14,Pro,488.17,0,2025-07-11,Team Alpha,77.7,5
CUST-115758,Healthcare,North America,2024-01-20,Pro,405.46,0,2025-07-11,Team Delta,100.0,10
CUST-115759,Energy,North America,2022-07-01,Pro,386.07,0,2025-07-11,Team Bravo,69.4,5
CUST-115760,Manufacturing,North America,2023-03-26,Basic,51.83,0,2025-07-11,Team Delta,86.2,8
CUST-115761,Retail,APAC,2021-11-05,Pro,292.78,0,2025-07-11,Team Delta,97.2,9
CUST-115762,Energy,LATAM,2024-05-06,Basic,128.35,0,2025-07-11,Team Delta,90.1,10
CUST-115763,Manufacturing,LATAM,2023-08-26,Basic,59.53,1,2025-07-10,Team Bravo,64.2,10
CUST-115764,Fintech,LATAM,2024-03-01,Basic,137.16,0,2025-07-11,Team Delta,60.6,1
CUST-115765,Education,North America,2021-07-21,Pro,397.24,1,2025-07-10,Team Bravo,47.7,7
CUST-115766,Energy,North America,2023-01-28,Pro,411.92,0,2025-07-11,Team Alpha,68.3,3
CUST-115767,Consulting,APAC,2021-12-23,Enterprise,2699.7,1,2025-07-10,Team Delta,41.5,3
CUST-115768,Manufacturing,EMEA,2023-05-13,Pro,222.32,0,2025-07-11,Team Bravo,72.2,10
CUST-115769,Manufacturing,APAC,2024-02-12,Pro,344.88,0,2025-07-11,Team Delta,88.4,7
CUST-115770,Retail,APAC,2024-05-15,Pro,334.65,0,2025-07-11,Team Delta,77.6,8
CUST-115771,Retail,North America,2021-08-23,Basic,81.75,0,2025-07-11,Team Bravo,90.2,9
CUST-115772,Media,APAC,2023-01-06,Pro,206.22,1,2025-07-10,Team Bravo,49.1,4
CUST-115773,Media,LATAM,2023-12-15,Basic,119.54,0,2025-07-11,Team Charlie,67.9,4
CUST-115774,Consulting,APAC,2021-09-20,Basic,75.12,0,2025-07-11,Team Bravo,53.2,1
CUST-115775,Healthcare,EMEA,2023-12-01,Basic,147.14,0,2025-07-11,Team Alpha,50.9,9
CUST-115776,Media,LATAM,2023-11-11,Basic,118.61,0,2025-07-11,Team Delta,84.1,2
CUST-115777,Education,EMEA,2022-01-23,Enterprise,4213.23,0,2025-07-11,Team Bravo,74.5,5
CUST-115778,Fintech,APAC,2022-06-28,Enterprise,2265.4,0,2025-07-11,Team Alpha,70.5,1
CUST-115779,Manufacturing,LATAM,2023-12-05,Pro,237.0,0,2025-07-11,Team Delta,75.3,1
CUST-115780,Manufacturing,North America,2021-07-16,Basic,115.09,1,2025-07-10,Team Charlie,43.5,1
CUST-115781,Fintech,North America,2023-12-21,Pro,314.75,0,2025-07-11,Team Delta,100.0,9
CUST-115782,Healthcare,LATAM,2023-07-21,Enterprise,2046.3,0,2025-07-11,Team Alpha,86.5,9
CUST-115783,Manufacturing,North America,2023-09-04,Basic,93.48,0,2025-07-11,Team Bravo,96.5,1
CUST-115784,Energy,LATAM,2024-01-18,Pro,209.4,1,2025-07-10,Team Alpha,35.7,8
CUST-115785,Media,EMEA,2022-12-26,Basic,120.1,1,2025-07-10,Team Alpha,51.9,2
CUST-115786,Energy,EMEA,2024-03-18,Enterprise,4700.81,0,2025-07-11,Team Delta,63.0,3
